NCBI Accession,Genome Name
NC_050032.1,"Sciurus ignitus voucher KU144563 mitochondrion, complete genome"
NC_050031.1,"Microsciurus sabanillae voucher USNM581937 mitochondrion, complete genome"
NC_050030.1,"Microsciurus flaviventer voucher AMNH272819 mitochondrion, complete genome"
NC_050029.1,"Hadrosciurus spadiceus voucher AMNH272825 mitochondrion, complete genome"
NC_050028.1,"Hadrosciurus pyrrhinus voucher MPEG41755 mitochondrion, complete genome"
NC_050027.1,"Hadrosciurus igniventris voucher AUATI95 mitochondrion, complete genome"
NC_050026.1,"Glaucomys volans voucher USNM569823 mitochondrion, complete genome"
NC_050025.1,"Guerlinguetus aestuans voucher MPEG45441 mitochondrion, complete genome"
NC_050024.1,"Simosciurus stramineus voucher AMNH62886 mitochondrion, complete genome"
NC_050023.1,"Simosciurus nebouxii voucher MVZ196054 mitochondrion, complete genome"
NC_050022.1,"Microsciurus similis voucher AMNH32497 mitochondrion, complete genome"
NC_050021.1,"Microsciurus otinus voucher USNM499515 mitochondrion, complete genome"
NC_050020.1,"Microsciurus mimulus voucher USNM113311 mitochondrion, complete genome"
NC_050018.1,"Sciurus granatensis voucher AMNH71613 mitochondrion, complete genome"
NC_050017.1,"Sciurus pucheranii voucher USNM293776 mitochondrion, complete genome"
NC_050016.1,"Sciurus yucatanensis voucher USNM512075 mitochondrion, complete genome"
NC_050015.1,"Sciurus variegatoides voucher MSB248241 mitochondrion, complete genome"
NC_050014.1,"Sciurus nayaritensis voucher MSB47449 mitochondrion, complete genome"
NC_050013.1,"Sciurus colliaei voucher USNM96230 mitochondrion, complete genome"
NC_050012.1,"Sciurus carolinensis voucher USNM570626 mitochondrion, complete genome"
NC_050011.1,"Sciurus arizonensis voucher MSB157846 mitochondrion, complete genome"
NC_050010.1,"Guerlinguetus brasiliensis voucher UFSC4047 mitochondrion, complete genome"
NC_050005.1,"Darevskia brauneri mitochondrion, complete genome"
NC_050004.1,"Darevskia chlorogaster mitochondrion, complete genome"
NC_050003.1,"Darevskia daghestanica mitochondrion, complete genome"
NC_050002.1,"Darevskia clarkorum mitochondrion, complete genome"
NC_050001.1,"Darevskia raddei mitochondrion, complete genome"
NC_050000.1,"Darevskia praticola mitochondrion, complete genome"
NC_049999.1,"Darevskia caucasica mitochondrion, complete genome"
NC_049998.1,"Darevskia derjugini mitochondrion, complete genome"
NC_049899.1,"Amphioctopus neglectus isolate a mitochondrion, complete genome"
NC_049896.1,"Bothrogonia yunana mitochondrion, complete genome"
NC_049895.1,"Bothrogonia tongmaiana mitochondrion, complete genome"
NC_049894.1,"Bothrogonia qiongana mitochondrion, complete genome"
NC_049893.1,"Alviniconcha boucheti voucher R1959-Alv1 mitochondrion, complete genome"
NC_049890.1,"Neodontobutis hainanensis voucher IHB:191010 mitochondrion, complete genome"
NC_049882.1,"Dipturus linteus isolate DM429 mitochondrion, complete genome"
NC_049881.1,"Galeus melastomus isolate DM438 mitochondrion, complete genome"
NC_049880.1,"Elaeidobius kamerunicus mitochondrion, complete genome"
NC_049878.1,"Lysmata vittata mitochondrion, complete genome"
NC_049873.1,"Azygia hwangtsiyui mitochondrion, complete genome"
NC_049871.1,"Myotis septentrionalis mitochondrion, complete genome"
NC_049868.1,"Spirocodon saltatrix mitochondrion, complete genome"
NC_049866.1,"Alopias vulpinus isolate DM518 mitochondrion, complete genome"
NC_049865.1,"Raja brachyura isolate DM519 mitochondrion, complete genome"
NC_049864.1,"Somniosus microcephalus isolate DM359 mitochondrion, complete genome"
NC_049862.1,"Oreolalax omeimontis mitochondrion, complete genome"
NC_049861.1,"Nylanderia flavipes mitochondrion, complete genome"
NC_049860.1,"Ochetellus glaber mitochondrion, complete genome"
NC_049859.1,"Aphaenogaster famelica mitochondrion, complete genome"
NC_049858.1,"Ctenocephalides felis isolate EL2017-DRISC mitochondrion, complete genome"
NC_049573.1,"Erromyzon sinensis mitochondrion, complete genome"
NC_049568.1,"Bubalus bubalis mitochondrion, complete genome"
NC_049567.1,"Polyphaga plancyi mitochondrion, complete genome"
NC_049220.1,"Microtus richardsoni mitochondrion, complete genome"
NC_049152.1,"Otaria byronia mitochondrion, complete genome"
NC_049151.1,"Dentex hypselosomus mitochondrion, complete genome"
NC_049150.1,"Nemipterus hexodon mitochondrion, complete genome"
NC_049136.1,"Siphonosoma cumanense mitochondrion, complete genome"
NC_049135.1,"Phascolosoma similis mitochondrion, complete genome"
NC_049128.1,"Oryzias celebensis mitochondrion, complete genome"
NC_049124.1,"Phytomia zonata mitochondrion, complete genome"
NC_049123.1,"Scaptochirus moschatus isolate M11099 mitochondrion, complete genome"
NC_049122.1,"Apodemus sylvaticus voucher VN1729 mitochondrion, complete genome"
NC_049121.1,"Chiropodomys gliroides voucher CBGPR4959 mitochondrion, complete genome"
NC_049120.1,"Heimyscus fumosus voucher MNHN2001076 mitochondrion, complete genome"
NC_049119.1,"Maxomys whiteheadi voucher CBGP1999514 mitochondrion, complete genome"
NC_049118.1,"Melomys burtoni voucher MZB33533 mitochondrion, complete genome"
NC_049117.1,"Mus baoulei voucher MNHN-ZM-2010-74 mitochondrion, complete genome"
NC_049116.1,"Otomys irroratus voucher MNHNVV2001125 mitochondrion, complete genome"
NC_049115.1,"Praomys rostratus voucher MNHN2001125 mitochondrion, complete genome"
NC_049098.1,"Corydoras trilineatus mitochondrion, complete genome"
NC_049097.1,"Corydoras panda mitochondrion, complete genome"
NC_049096.1,"Corydoras arcuatus mitochondrion, complete genome"
NC_049095.1,"Corydoras duplicareus mitochondrion, complete genome"
NC_049092.1,"Alphitobius diaperinus mitochondrion, complete genome"
NC_049091.1,"Nassarius glans mitochondrion, complete genome"
NC_049088.1,"Dolichoderus quadripunctatus mitochondrion, complete genome"
NC_049087.1,"Cofana yasumatsui mitochondrion, complete genome"
NC_049068.1,"Diplostomum ardeae voucher D.Nn.ANA.1.2 HOSL202-18 mitochondrion, complete genome"
NC_049067.1,"Orientocoluber spinalis mitochondrion, complete genome"
NC_049066.1,"Entacmaea quadricolor mitochondrion, complete genome"
NC_049065.1,"Anemonia sulcata mitochondrion, complete genome"
NC_049063.1,"Zeugodacus proprediaphora mitochondrion, complete genome"
NC_049042.1,"Rattus korinchi voucher RMNH:23151 mitochondrion, complete genome"
NC_049041.1,"Rattus sp. NH 2147 voucher SMJM:2147 mitochondrion, complete genome"
NC_049040.1,"Rattus hoogerwerfi voucher ANSP:20319 mitochondrion, complete genome"
NC_049036.1,"Prometheomys schaposchnikowi isolate PrScTR1 mitochondrion, complete genome"
NC_049035.1,"Allactaga williamsi voucher 484 mitochondrion, complete genome"
NC_049034.1,"Sundasciurus hippurus voucher USNM590306M mitochondrion, complete genome"
NC_049033.1,"Sundasciurus robinsoni voucher ROM113055M mitochondrion, complete genome"
NC_049032.1,"Sundasciurus altitudinis voucher FMNH212978M mitochondrion, complete genome"
NC_049031.1,"Linuparus trigonus mitochondrion, complete genome"
NC_049030.1,"Carpilius maculatus mitochondrion, complete genome"
NC_049029.1,"Daldorfia horrida mitochondrion, complete genome"
NC_049012.1,"Neilupotamon xinganense mitochondrion, complete genome"
NC_049011.1,"Bottapotamon lingchuanense mitochondrion, complete genome"
NC_048991.1,"Dremomys everetti voucher MTRH141/BOR259 mitochondrion, complete genome"
NC_048990.1,"Carpoglyphus lactis mitochondrion, complete genome"
NC_048989.1,"Columba hodgsonii mitochondrion, complete genome"
NC_048988.1,"Abbottina binhi isolate AB-PEx-PiG01 mitochondrion, complete genome"
NC_048987.1,"Eospalax smithii mitochondrion, complete genome"
NC_048984.1,"Hierodula membranacea mitochondrion, complete genome"
NC_048980.1,"Thalassoma lunare mitochondrion, complete genome"
NC_048979.1,"Chaetodon wiebeli mitochondrion, complete genome"
NC_048977.1,"Anguis graeca mitochondrion, complete genome"
NC_048976.1,"Anguis colchica mitochondrion, complete genome"
NC_048969.1,"Arius dispar mitochondrion, complete genome"
NC_048967.1,"Corydoras sterbai mitochondrion, complete genome"
NC_048965.1,"Trematomus loennbergii mitochondrion, complete genome"
NC_048964.1,"Bathyraja eatonii mitochondrion, complete genome"
NC_048963.1,"Carijoa riisei voucher CLP2_A03 mitochondrion, complete genome"
NC_048962.1,"Nassarius siquijorensis mitochondrion, complete genome"
NC_048957.1,"Kirchnerius guangxii mitochondrion, complete genome"
NC_048956.1,"Anguis veronensis mitochondrion, complete genome"
NC_048951.1,"Neoplocaederus obesus mitochondrion, complete genome"
NC_048888.1,"Ostrinia zealis voucher ZLT4 mitochondrion, complete genome"
NC_048887.1,"Ostrinia scapulalis voucher SH4 mitochondrion, complete genome"
NC_048885.1,"Rhynchium aff. brunneum GX mitochondrion, complete genome"
NC_048884.1,"Rhynchium aff. brunneum YN mitochondrion, complete genome"
NC_048883.1,"Antodynerus aff. limbatus YN mitochondrion, complete genome"
NC_048882.1,"Allorhynchium sp. YN mitochondrion, complete genome"
NC_048881.1,"Allorhynchium sp. GX mitochondrion, complete genome"
NC_048529.1,"Enterogyrus malmbergi mitochondrion, complete genome"
NC_048525.1,"Greenidea ficicola voucher HL20170210-1 mitochondrion, complete genome"
NC_048521.1,"Scincella modesta mitochondrion, complete genome"
NC_048517.1,"Hemerobius japonicus mitochondrion, complete genome"
NC_048516.1,"Empoascanara sipra mitochondrion, complete genome"
NC_048506.1,"Muntiacus gongshanensis mitochondrion, complete genome"
NC_048497.1,"Hirundo tahitica voucher LSU B-61614 mitochondrion, complete genome"
NC_048496.1,"Paulhutchinsonia pilosicollis voucher 25-067081 mitochondrion, complete genome"
NC_048495.1,"Phyllidiella pustulosa mitochondrion, complete genome"
NC_048494.1,"Hermissenda emurai mitochondrion, complete genome"
NC_048491.1,"Trichopria drosophilae mitochondrion, complete genome"
NC_048490.1,"Marmota vancouverensis mitochondrion, complete genome"
NC_048487.1,"Mercenaria mercenaria mitochondrion, complete genome"
NC_048476.1,"Furipterus horrens mitochondrion, complete genome"
NC_048475.1,"Argonauta nodosa mitochondrion, complete genome"
NC_048472.1,"Altica viridicyanea voucher NREA 9 mitochondrion, complete genome"
NC_048471.1,"Scythris sinensis mitochondrion, complete genome"
NC_048470.1,"Eremophila alpestris isolate J3 mitochondrion, complete genome"
NC_048468.1,"Squatina dumeril voucher OC-001 mitochondrion, complete genome"
NC_048467.1,"Lyperosomum longicauda isolate PakDv2 mitochondrion, complete genome"
NC_048466.1,"Shoveliteratura triangula voucher St1706 mitochondrion, complete genome"
NC_048465.1,"Chorthippus fallax mitochondrion, complete genome"
NC_048456.1,"Rachelia extrusus mitochondrion, complete genome"
NC_048455.1,"Malaza carmides mitochondrion, complete genome"
NC_048454.1,"Malaza empyreus mitochondrion, complete genome"
NC_047421.1,"Nierstraszella lineata voucher CSUF_DNA_DE_de0100 mitochondrion, complete genome"
NC_047480.1,"Benthosema pterotum mitochondrion, complete genome"
NC_047479.1,"Mansonia uniformis mitochondrion, complete genome"
NC_047467.1,"Aulacophora indica mitochondrion, complete genome"
NC_047465.1,"Mitjaevia protuberanta mitochondrion, complete genome"
NC_047464.1,"Paraahimia luodianensis mitochondrion, complete genome"
NC_047459.1,"Dahlica ochrostigma mitochondrion, complete genome"
NC_047457.1,"Delias pasithoe voucher BX20170812 mitochondrion, complete genome"
NC_047456.1,"Pontia edusa voucher YF20160816 mitochondrion, complete genome"
NC_047455.1,"Acrossocheilus longipinnis mitochondrion, complete genome"
NC_047449.1,"Blaps rhynchoptera mitochondrion, complete genome"
NC_047445.1,"Lepisma saccharina mitochondrion, complete genome"
NC_047427.1,"Eospalax rufescens voucher TBX-03 mitochondrion, complete genome"
NC_047426.1,"Acanthochitona avicula voucher CSUF_DNA_DE_de2078 mitochondrion, complete genome"
NC_047425.1,"Chiton albolineatus voucher CSUF_DNA_DE_de1592 mitochondrion, complete genome"
NC_047424.1,"Dendrochiton gothicus voucher CSUF_DNA_DE_de1499 mitochondrion, complete genome"
NC_047423.1,"Hanleyella oldroydi voucher CSUF_DNA_DE_de1424 mitochondrion, complete genome"
NC_047422.1,"Leptochiton nexus voucher CSUF_DNA_DE_de2183 mitochondrion, complete genome"
NC_047419.1,"Meitanaphis microgallis voucher A4540 mitochondrion, complete genome"
NC_047411.1,"Gymnodiptychus pachycheilus weiheensis mitochondrion, complete genome"
NC_047410.1,"Gymnocypris waddellii mitochondrion, complete genome"
NC_047405.1,"Sarcophaga tuberosa mitochondrion, complete genome"
NC_047404.1,"Sarcophaga brevicornis mitochondrion, complete genome"
NC_047403.1,"Hydrotaea dentipes mitochondrion, complete genome"
NC_047307.1,"Synalpheus microneptunus mitochondrion, complete genome"
NC_047306.1,"Parnassius mercurius mitochondrion, complete genome"
NC_047305.1,"Geocapromys ingrahami voucher UF:322961 mitochondrion, complete genome"
NC_047304.1,"Orthopygia glaucinalis mitochondrion, complete genome"
NC_047303.1,"Pyralis farinalis mitochondrion, complete genome"
NC_047299.1,"Synchiropus sycorax mitochondrion, complete genome"
NC_047290.1,"Siniperca fortis mitochondrion, complete genome"
NC_047286.1,"Cryptalaus larvatus mitochondrion, complete genome"
NC_047285.1,"Myrmeleon formicarius mitochondrion, complete genome"
NC_047279.1,"Geopelia cuneata mitochondrion, complete genome"
NC_047243.1,"Phauda flammans mitochondrion, complete genome"
NC_047241.1,"Rhynchobatus laevis mitochondrion, complete genome"
NC_047240.1,"Schistosoma indicum mitochondrion, complete genome"
NC_047239.1,"Carcharhinus albimarginatus voucher ICST:020002086005 mitochondrion, complete genome"
NC_047238.1,"Carcharhinus amblyrhynchos voucher ICST:020002085971 mitochondrion, complete genome"
NC_047231.1,"Hydrolagus affinis isolate Haf mitochondrion, complete genome"
NC_047227.1,"Favonigobius gymnauchen mitochondrion, complete genome"
NC_047225.1,"Bufotes pewzowi mitochondrion, complete genome"
NC_047224.1,"Anaxyrus americanus mitochondrion, complete genome"
NC_047222.1,"Eysarcoris guttigerus mitochondrion, complete genome"
NC_047221.1,"Liponema brevicornis mitochondrion, complete genome"
NC_047220.1,"Heteractis crispa mitochondrion, complete genome"
NC_047219.1,"Heteractis aurora mitochondrion, complete genome"
NC_047218.1,"Haloclava producta mitochondrion, complete genome"
NC_047217.1,"Epiactis japonica mitochondrion, complete genome"
NC_047212.1,"Erannis ankeraria mitochondrion, complete genome"
NC_047210.1,"Paraleucogobio notacanthus mitochondrion, complete genome"
NC_047209.1,"Chiromantes eulimene mitochondrion, complete genome"
NC_047207.1,"Megalobrama terminalis x Culter alburnus mitochondrion, complete genome"
NC_047199.1,"Ara chloropterus mitochondrion, complete genome"
NC_047198.1,"Bruchidius uberatus mitochondrion, complete genome"
NC_047196.1,"Ovis ammon ammon mitochondrion, complete genome"
NC_047195.1,"Calappa bilineata mitochondrion, complete genome"
NC_047189.1,"Lepidocyrtus fimetarius mitochondrion, complete genome"
NC_047188.1,"Peromyscus eremicus isolate FCR176_MZFC mitochondrion, complete genome"
NC_047187.1,"Batillaria attramentaria voucher Hartnell College Collection #263 mitochondrion, complete genome"
NC_047186.1,"Notacanthus bonaparte voucher NOTAC8 mitochondrion, complete genome"
NC_047185.1,"Capsala pricei mitochondrion, complete genome"
NC_047184.1,"Tephritis femoralis mitochondrion, complete genome"
NC_046953.1,"Harpalus pensylvanicus mitochondrion, complete genome"
NC_046952.1,"Bactrocera ruiliensis mitochondrion, complete genome"
NC_046949.1,"Cavia aperea mitochondrion, complete genome"
NC_046948.1,"Turdus cardis mitochondrion, complete genome"
NC_046946.1,"Aedes koreicus mitochondrion, complete genome"
NC_046944.1,"Sarcocheilichthys variegatus wakiyae mitochondrion, complete genome"
NC_046943.1,"Paradoxornis heudei mitochondrion, complete genome"
NC_046942.1,"Hercostomus brevipilosus mitochondrion, complete genome"
NC_046940.1,"Girella melanichthys mitochondrion, complete genome"
NC_046935.1,"Lepidozona coreanica mitochondrion, complete genome"
NC_046934.1,"Rousettus lanosus voucher FMNH-151178 mitochondrion, complete genome"
NC_046933.1,"Sphaerias blanfordi isolate LNK94 mitochondrion, complete genome"
NC_046932.1,"Scotonycteris zenkeri voucher MNHN-ZM-2011-682 mitochondrion, complete genome"
NC_046931.1,"Scotonycteris zenkeri occidentalis isolate G09106 mitochondrion, complete genome"
NC_046930.1,"Scotonycteris bergmansi isolate 1337 mitochondrion, complete genome"
NC_046929.1,"Rousettus obliviosus voucher FMNH-220017 mitochondrion, complete genome"
NC_046928.1,"Rousettus madagascariensis voucher UADBA-43761 mitochondrion, complete genome"
NC_046927.1,"Rousettus leschenaultii isolate CKM109 mitochondrion, complete genome"
NC_046926.1,"Pteropus ornatus isolate T275 mitochondrion, complete genome"
